,city_development_index,training_hours,company_size,experience,education_level,company_type_Early Stage Startup,company_type_Funded Startup,company_type_NGO,company_type_Other,company_type_Public Sector,company_type_Pvt Ltd,target
18,0.624,184.0,6.933939095631537,11.867878191263074,2.9339390956315365,0.0,0.0,0.0,0.0,0.0,1.0,1.0
19,0.762,122.0,6.0,10.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20,0.8363307086148684,38.78710103973249,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.2128989602675106,0.7871010397324893,1.0
21,0.624,99.72067825640534,2.0,2.2793217435946618,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
22,0.9209638787367296,102.0,2.0,21.0,2.1606464561215857,0.0,0.0,0.0,0.0,0.0,1.0,1.0
23,0.91,150.0,2.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
24,0.7759999999999999,61.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25,0.939,66.0,3.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26,0.92,56.0,2.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27,0.893,26.0,3.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
28,0.887,45.0,2.0,21.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29,0.926,250.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30,0.6890000000000001,54.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
31,0.7759999999999999,13.0,2.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
32,0.7059817759007039,9.0,0.7230345408760004,14.0,2.723034540876,0.0,0.0,0.0,0.0,0.0,1.0,1.0
33,0.92,52.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34,0.8776691462829562,208.11654268585215,3.5874070143891426,21.0,3.058271342926095,0.0,0.0,0.0,0.0,0.0,1.0,1.0
35,0.6321759386950552,83.92890488091257,2.0,6.0710951190874365,1.0710951190874367,0.0,0.0,0.0,0.0,0.0,1.0,1.0
36,0.92,35.0,2.0,4.0,1.8888986162199328,0.0,0.0,0.0,0.0,0.0,1.0,1.0
37,0.92,12.0,7.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
38,0.762,51.0,7.0,12.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
39,0.92,102.0,3.0,15.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40,0.802,23.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
41,0.91,28.0,3.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
42,0.698,5.0,2.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
43,0.92,53.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
44,0.624,149.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45,0.624,21.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
46,0.624,33.64739921155184,2.352600788448157,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
47,0.7642329300437027,44.70165346827161,2.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
48,0.92,74.0,3.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
49,0.767,98.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.55,7.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
51,0.512,51.0,2.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
52,0.92,24.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
53,0.907249116449965,31.080701794620477,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
54,0.7749593023212471,65.53980543405324,2.0,14.539805434053232,2.460194565946768,0.0,0.0,0.4601945659467678,0.0,0.0,0.5398054340532322,1.0
55,0.91,55.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
56,0.7648690458376657,72.30121191818769,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
57,0.55,45.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
58,0.794,133.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
59,0.624,37.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
60,0.624,8.0,5.3814385400663545,3.809280729966823,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
61,0.682,50.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
62,0.527,30.0,4.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63,0.92,94.0,7.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
64,0.92,72.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
65,0.92,96.0,2.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
66,0.92,23.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
67,0.9020313749224728,61.0,2.0,0.7812445685881367,2.7812445685881366,0.0,0.0,0.0,0.0,0.7812445685881367,0.2187554314118632,1.0
68,0.91,138.0,2.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
69,0.767,48.0,5.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
70,0.903115020059992,73.05704385114868,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
71,0.8270000000000001,33.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
72,0.92,15.0,3.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
73,0.8637623656179876,19.0,2.0,2.0,2.0,0.0,0.1899920080473395,0.0,0.0,0.0,0.8100079919526605,1.0
74,0.926,154.0,1.0,13.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
75,0.92,34.0,2.0,14.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
76,0.897,123.0,5.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
77,0.8270000000000001,246.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
78,0.923,70.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
79,0.624,70.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
80,0.92,35.0,5.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
81,0.923,70.0,2.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
82,0.926,42.0,7.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
83,0.624,103.0,5.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
84,0.624,119.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
85,0.624,50.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
86,0.624,34.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
87,0.624,12.0,4.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
88,0.6555386539586643,35.730556204534075,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
89,0.9229512508259828,165.93500110131026,2.0,21.0,3.0,0.0,0.0,0.0,0.0162497246724352,0.0,0.9837502753275648,1.0
90,0.6890000000000001,34.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
91,0.7942972749252828,46.0,6.575328631504334,13.849342736991332,2.4246713684956664,0.0,0.0,0.0,0.0,0.0,1.0,1.0
92,0.848,78.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.92,88.0,2.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
94,0.624,154.0,3.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
95,0.92,6.0,2.0,4.98679913524065,2.01320086475935,0.0,0.0,0.0,0.0,0.0,1.0,1.0
96,0.7272553707528691,132.0,2.0,3.343041098846741,2.0,0.6569589011532592,0.0,0.0,0.0,0.0,0.3430410988467408,1.0
97,0.9232366612546304,47.0,1.190834686342411,13.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
98,0.92,37.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
99,0.8270000000000001,69.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
100,0.754,35.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
101,0.866,66.0,2.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
102,0.6157546469707075,44.18323006731761,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
103,0.92,22.0,2.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
104,0.8599646972680597,24.0,2.0,5.638341549807588,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
105,0.926,67.0,1.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
106,0.855,104.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
107,0.92,160.0,1.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
108,0.924,29.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
109,0.5576430080226739,20.263552000781857,0.2635520007818558,2.263552000781856,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
110,0.884,45.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
111,0.8858224032448788,78.38618753395617,2.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
112,0.624,18.0,3.0,6.400438723349593,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
113,0.924,30.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
114,0.624,78.0,3.240469798798385,7.0,2.0,0.0,0.7595302012016154,0.0,0.0,0.0,0.2404697987983846,1.0
115,0.92,4.0,3.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
116,0.8396457761951103,39.15743444545042,1.1574344454504222,15.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
117,0.913,64.0,7.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
118,0.5774069898100009,73.0,0.529466024886353,0.2647330124431765,2.0,0.7352669875568235,0.0,0.0,0.0,0.0,0.2647330124431765,1.0
119,0.92,226.0,2.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
120,0.89,39.0,3.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
121,0.8959999999999999,20.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
122,0.8959999999999999,31.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
123,0.6006035988813904,106.519920024858,2.480079975142009,11.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
124,0.92,15.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
125,0.913,35.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
126,0.92,206.0,2.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
127,0.913,6.0,3.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
128,0.92252519457758,16.0,2.4208657629300165,10.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
129,0.624,21.0,2.0,2.107987813994785,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
130,0.92,102.0,2.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
131,0.754,39.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
132,0.939,302.0,5.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
133,0.924,42.0,2.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
134,0.92,44.0,5.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
135,0.836,40.0,5.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
136,0.6919408974535839,44.0,2.0,3.270217681808166,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
137,0.8422414062046815,139.0,2.0,5.406422948127339,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
138,0.926,162.0,2.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
139,0.767,60.0,2.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
140,0.92,74.0,2.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
141,0.74,111.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
142,0.9168661443558084,106.68661443558084,2.0,21.0,3.313385564419151,0.0,0.0,0.0,0.0,0.0,1.0,1.0
143,0.926,158.0,3.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
144,0.624,298.0750149076585,4.943738819256113,1.018753726914629,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
145,0.7030956563493778,166.0,4.655088176750029,14.0,3.0,0.0,0.0,0.5862279558124928,0.0,0.0,0.4137720441875072,1.0
146,0.897,29.0,5.0,7.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
147,0.92,145.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
148,0.9143300955769044,106.82818471445164,2.0,6.828184714451647,2.0,0.0,0.0,0.0,0.0,0.8281847144516478,0.1718152855483522,1.0
149,0.884,28.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
150,0.92,41.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
151,0.91,72.0,2.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
152,0.926,34.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
153,0.926,21.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
154,0.92,43.0,2.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
155,0.754,53.0,1.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
156,0.6053029160240947,163.8623906893146,2.0,0.0,1.5688046553427095,0.0,0.0,0.0,0.0,0.0,1.0,1.0
157,0.624,50.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
158,0.923,66.0,7.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
159,0.9169852506455728,146.0,2.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
160,0.92,27.0,2.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
161,0.855,19.0,2.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
162,0.7069830623408917,29.436064062058037,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
163,0.939,46.0,7.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
164,0.7756296887166061,72.0,1.512262461880426,2.512262461880426,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
165,0.92,22.0,3.0,16.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
166,0.624,42.0,2.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
167,0.7167681394701286,11.598406322640136,7.0,4.598406322640136,2.0,0.0,0.0,0.0,0.0,0.401593677359864,0.5984063226401359,1.0
168,0.924,38.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
169,0.92,23.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
170,0.6817999282257295,8.0,5.569457420943148,3.715271289528426,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
171,0.9116759212123524,32.83240787876477,2.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
172,0.7635015411190673,80.5380743671554,4.0,6.4619256328445935,2.0,0.0,0.0,0.0,0.4619256328445936,0.0,0.5380743671554064,1.0
173,0.897,278.0,3.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
174,0.624,89.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
175,0.848,336.0,2.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
176,0.92,3.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
177,0.8766038540321724,48.0,2.803632332737548,5.0,1.803632332737548,0.0,0.0,0.0,0.0,0.0,1.0,1.0
178,0.890778442670019,77.94880826147077,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
179,0.92,192.0,5.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
180,0.91,112.0,2.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
181,0.6839439951057181,53.0,1.9730000679761384,6.0,2.0,0.0269999320238615,0.0,0.0,0.0,0.0,0.9730000679761384,1.0
182,0.624,17.0,2.0,7.0,1.096573178109875,0.0,0.0,0.0,0.0,0.0,1.0,1.0
183,0.624,28.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
184,0.7024380798686183,76.47538230223405,0.0,10.0,2.52461769776595,0.4753823022340498,0.0,0.0,0.0,0.0,0.5246176977659501,1.0
185,0.6890361563467451,42.12113302234128,2.0,7.121133022341282,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
186,0.92,52.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
187,0.91,184.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
188,0.92,10.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
189,0.903,79.0,3.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
190,0.55,16.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
191,0.91,56.0,1.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
192,0.924,196.0,2.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
193,0.527,108.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
194,0.9100202449769794,48.0,2.0,1.997975502302061,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
195,0.762,21.0,2.0,14.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
196,0.624,166.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
197,0.624,37.0,6.92089563978095,7.92089563978095,2.07910436021905,0.0,0.0,0.0,0.0,0.0,1.0,1.0
198,0.92,69.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
199,0.693348261875806,283.30686361647355,3.980147712355165,10.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
200,0.92,7.0,2.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
201,0.624,37.0,1.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
202,0.926,56.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
203,0.8810867685082213,27.131463619904657,6.737072760190684,9.868536380095344,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
204,0.92,25.0,5.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
205,0.6755728741827202,51.23025560921313,3.4605112184262623,5.0,2.0,0.0,0.0,0.0,0.0,0.7697443907868688,0.2302556092131311,1.0
206,0.92,220.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
207,0.6681194540376677,17.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
208,0.808784752398959,17.0,7.0,16.930493247244335,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
209,0.7342312976376454,13.348377861900437,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
210,0.926,8.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
211,0.5936921960164895,16.0,1.347013510378242,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
212,0.92,22.0,5.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
213,0.92,7.0,2.0,21.0,2.6340525790600675,0.0,0.0,0.0,0.0,0.0,1.0,1.0
214,0.5829927720150421,7.0,2.0,5.154171831845991,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
215,0.938882793968962,25.0,2.0,21.0,2.993831261524324,0.0,0.0,0.0,0.0,0.0,1.0,1.0
216,0.6522061787297173,292.0,2.0,3.5684328681278195,2.513686573625564,0.0,0.0,0.0,0.0,0.0,1.0,1.0
217,0.624,51.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
218,0.727,83.0,3.0,19.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
219,0.624,52.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
220,0.913,43.0,3.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
221,0.624,12.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
222,0.92,102.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
223,0.92,50.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
224,0.91,146.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
225,0.915,21.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
226,0.89,34.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
227,0.8269511269662752,23.4803909842698,2.0,7.0,3.4803909842697984,0.0,0.0,0.0,0.0,0.0,1.0,1.0
228,0.8154918816896881,304.0,2.0,6.940796098206299,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
229,0.698,6.0,2.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
230,0.92,165.0,2.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
231,0.802,210.0,5.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
232,0.84,33.0,6.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
233,0.897,74.0,3.0,19.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
234,0.804,107.0,5.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
235,0.6351582538522758,45.95389151300712,2.0,10.046108486992877,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
236,0.89,31.0,5.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
237,0.91,78.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
238,0.8293435914009418,217.777866592216,7.0,9.66679988832392,2.1110667038920266,0.0,0.0,0.0,0.0,0.0,1.0,1.0
239,0.7108035501451614,5.2874289739906,7.0,8.0,3.0,0.0,0.0,0.0,0.0,0.7125710260093994,0.2874289739906006,1.0
240,0.608109225314512,5.646871673655822,3.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
241,0.92,72.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
242,0.55,32.0,2.0,5.230896571795371,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
243,0.939,162.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
244,0.6168130408705955,29.15971020287565,2.0,7.0,2.1597102028756554,0.0,0.0,0.0,0.0,0.0,1.0,1.0
245,0.887,51.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
246,0.6803868597540038,9.761984591270322,1.7619845912703216,14.238015408729678,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
247,0.624,50.0,2.0,0.0,2.0,0.6187917664772713,0.0,0.0,0.0,0.0,0.3812082335227287,1.0
248,0.92,31.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
249,0.926,103.0,3.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
250,0.92,153.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
251,0.624,57.0840863410577,1.0,5.084086341057697,2.915913658942303,0.0,1.0,0.0,0.0,0.0,0.0,1.0
252,0.866,26.0,2.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
253,0.651095839208963,123.18307999465516,2.0,1.8169200053448444,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
