Calories,Total Fat,Saturated Fat,Monounsaturated Fat,Polyunsaturated Fat,Trans Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Sugars,Sugar Alcohol,Protein,Vitamin A,Vitamin C,Calcium,Iron,class
149.0,0,0.0,0.0,0.0,0.0,0,5.0,12.0,0.0,0.0,0,1.3,0,0,0,0,'Less Often'
105.0,0,0.0,0.0,0.0,0.0,0,6.0,5.7,0.0,0.0,0,0.8,0,0,0,0,'Less Often'
170.0,0,0.0,0.0,0.0,0.0,0,8.0,17.8,0.0,0.0,0,1.6,0,0,0,0,'Less Often'
152.0,0,0.0,0.0,0.0,0.0,0,6.0,13.9,0.0,0.0,0,1.0,0,0,0,0,'Less Often'
166.0,0,0.0,0.0,0.0,0.0,0,8.0,16.2,0.0,0.0,0,1.4,0,0,0,0,'Less Often'
165.0,0,0.0,0.0,0.0,0.0,0,11.0,16.0,0.0,0.0,0,1.7,0,0,0,0,'Less Often'
157.0,0,0.0,0.0,0.0,0.0,0,10.0,11.2,0.0,0.0,0,1.2,0,0,0,0,'Less Often'
157.0,0,0.0,0.0,0.0,0.0,0,10.0,11.2,0.0,0.0,0,1.2,0,0,0,0,'Less Often'
157.0,0,0.0,0.0,0.0,0.0,0,10.0,11.8,0.0,0.0,0,1.2,0,0,0,0,'Less Often'
243.0,0,0.0,0.0,0.0,0.0,0,7.0,25.5,0.0,0.0,0,1.6,0,0,0,0,'Less Often'
128.0,0,0.0,0.0,0.0,0.0,0,6.0,11.4,0.0,0.0,0,0.9,0,0,0,0,'Less Often'
144.0,0,0.0,0.0,0.0,0.0,0,6.0,7.3,0.0,0.0,0,0.9,0,0,0,0,'Less Often'
98.0,0,0.0,0.0,0.0,0.0,0,4.0,3.5,0.0,0.0,0,0.8,0,0,0,0,'Less Often'
160.0,0,0.0,0.0,0.0,0.0,0,10.0,10.5,0.0,0.0,0,1.2,0,0,0,0,'Less Often'
202.0,0,0.0,0.0,0.0,0.0,0,11.0,13.4,0.0,0.0,0,1.5,0,0,0,0,'Less Often'
220.0,0,0.0,0.0,0.0,0.0,0,13.0,14.6,0.0,0.0,0,1.6,0,0,0,0,'Less Often'
156.0,0,0.0,0.0,0.0,0.0,0,5.0,16.0,0.0,0.0,0,1.8,0,0,0,0,'Less Often'
147.0,0,0.0,0.0,0.0,0.0,0,4.0,14.1,0.0,0.0,0,0.7,0,0,0,0,'Less Often'
188.0,0,0.0,0.0,0.0,0.0,0,19.0,18.8,0.0,0.0,0,0.9,0,0,0,0,'Less Often'
257.0,0,0.0,0.0,0.0,0.0,0,26.0,35.0,0.0,0.0,0,1.0,0,0,0,0,'Less Often'
133.0,0,0.0,0.0,0.0,0.0,0,23.0,3.8,0.0,0.0,0,1.0,0,0,0,0,'Less Often'
288.0,0,0.0,0.0,0.0,0.0,0,26.0,37.0,0.0,0.0,0,1.2,0,0,0,0,'Less Often'
258.0,0,0.0,0.0,0.0,0.0,0,22.0,35.0,0.0,0.0,0,1.0,0,0,0,0,'Less Often'
222.0,0,0.0,0.0,0.0,0.0,0,14.0,16.0,0.0,0.0,0,1.7,0,0,0,0,'Less Often'
222.0,0,0.0,0.0,0.0,0.0,0,14.0,16.0,0.0,0.0,0,1.7,0,0,0,0,'Less Often'
160.0,0,0.0,0.0,0.0,0.0,0,10.0,11.0,0.0,0.0,0,1.2,0,0,0,0,'Less Often'
160.0,0,0.0,0.0,0.0,0.0,0,10.0,11.0,0.0,0.0,0,1.2,0,0,0,0,'Less Often'
123.0,0,0.0,0.0,0.0,0.0,0,5.0,6.6,0.0,0.0,0,0.8,0,0,0,0,'Less Often'
153.0,0,0.0,0.0,0.0,0.0,0,6.4,10.6,0.0,0.0,0,1.5,0,0,0,0,'Less Often'
2.0,0,0.0,0.0,0.0,0.0,0,24.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'More Often'
0.0,0,0.0,0.0,0.0,0.0,0,24.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'More Often'
3.0,0,0.0,0.0,0.0,0.0,0,32.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'More Often'
1.0,0,0.0,0.0,0.0,0.0,0,24.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'More Often'
1.0,0,0.0,0.0,0.0,0.0,0,24.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'More Often'
0.0,0,0.0,0.0,0.0,0.0,0,24.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'More Often'
1.0,0,0.0,0.0,0.0,0.0,0,24.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'More Often'
83.0,0,0.0,0.0,0.0,0.0,0,30.0,22.0,0.0,22.0,0,0.0,0,0,0,0,'Less Often'
93.0,0,0.0,0.0,0.0,0.0,0,30.0,24.0,0.0,24.0,0,0.0,0,0,0,0,'Less Often'
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
116.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
105.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
80.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
80.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
154.0,7,4.5,0.0,0.3,0.0,0,43.0,9.8,0.0,0.0,0,1.3,0,0,0,0,'Less Often'
125.0,0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
125.0,0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
125.0,0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
125.0,0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
125.0,0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
127.0,0,0.0,0.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
122.0,0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
122.0,0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
109.0,0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
95.0,0,0.0,0.0,0.0,0.0,0,5.0,3.0,0.0,1.4,0,0.5,0,0,0,0,'In Moderation'
118.0,0,0.0,0.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
115.0,0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
122.0,0,0.0,0.0,0.0,0.0,0,6.0,3.7,0.0,0.9,0,0.1,0,0,0,0,'In Moderation'
129.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
123.0,0,0.0,0.0,0.0,0.0,0,0.0,7.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
125.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,2.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
121.0,0,0.0,0.0,0.0,0.0,0,0.0,3.4,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
118.0,0,0.0,0.0,0.0,0.0,0,0.0,5.5,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
126.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
121.0,0,0.0,0.0,0.0,0.0,0,0.0,4.6,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
129.0,0,0.0,0.0,0.0,0.0,0,0.0,4.2,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
118.0,0,0.0,0.0,0.0,0.0,0,0.0,4.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
118.0,0,0.0,0.0,0.0,0.0,0,0.0,4.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
125.0,0,0.0,0.0,0.0,0.0,0,0.0,4.1,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
118.0,0,0.0,0.0,0.0,0.0,0,0.0,4.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
118.0,0,0.0,0.0,0.0,0.0,0,0.0,4.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
125.0,0,0.0,0.0,0.0,0.0,0,0.0,4.1,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
118.0,0,0.0,0.0,0.0,0.0,0,0.0,4.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
125.0,0,0.0,0.0,0.0,0.0,0,0.0,4.1,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
125.0,0,0.0,0.0,0.0,0.0,0,0.0,4.1,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
118.0,0,0.0,0.0,0.0,0.0,0,0.0,4.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
125.0,0,0.0,0.0,0.0,0.0,0,0.0,4.1,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
118.0,0,0.0,0.0,0.0,0.0,0,0.0,4.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
118.0,0,0.0,0.0,0.0,0.0,0,0.0,4.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
118.0,0,0.0,0.0,0.0,0.0,0,0.0,4.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
127.0,0,0.0,0.0,0.0,0.0,0,0.0,5.5,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
127.0,0,0.0,0.0,0.0,0.0,0,0.0,5.5,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
115.0,0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
115.0,0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
127.0,0,0.0,0.0,0.0,0.0,0,0.0,5.5,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
127.0,0,0.0,0.0,0.0,0.0,0,0.0,5.5,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
115.0,0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
115.0,0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
127.0,0,0.0,0.0,0.0,0.0,0,0.0,5.5,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
127.0,0,0.0,0.0,0.0,0.0,0,0.0,5.5,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
115.0,0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
115.0,0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.6,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.6,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.6,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.6,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.6,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
109.0,0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
109.0,0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
121.0,0,0.0,0.0,0.0,0.0,0,7.0,3.8,0.0,1.4,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
121.0,0,0.0,0.0,0.0,0.0,0,7.0,3.8,0.0,1.4,0,0.1,0,0,0,0,'In Moderation'
121.0,0,0.0,0.0,0.0,0.0,0,7.0,3.8,0.0,1.4,0,0.1,0,0,0,0,'In Moderation'
121.0,0,0.0,0.0,0.0,0.0,0,7.0,3.8,0.0,1.4,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
121.0,0,0.0,0.0,0.0,0.0,0,7.0,3.8,0.0,1.4,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
121.0,0,0.0,0.0,0.0,0.0,0,7.0,3.8,0.0,1.4,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
121.0,0,0.0,0.0,0.0,0.0,0,7.0,3.8,0.0,1.4,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
129.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
129.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
129.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
129.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
123.0,0,0.0,0.0,0.0,0.0,0,0.0,7.9,0.0,0.0,0,0.11,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
123.0,0,0.0,0.0,0.0,0.0,0,0.0,7.9,0.0,0.0,0,0.11,0,0,0,0,'In Moderation'
123.0,0,0.0,0.0,0.0,0.0,0,0.0,7.9,0.0,0.0,0,0.11,0,0,0,0,'In Moderation'
123.0,0,0.0,0.0,0.0,0.0,0,0.0,7.9,0.0,0.0,0,0.11,0,0,0,0,'In Moderation'
123.0,0,0.0,0.0,0.0,0.0,0,0.0,7.9,0.0,0.0,0,0.11,0,0,0,0,'In Moderation'
123.0,0,0.0,0.0,0.0,0.0,0,0.0,7.9,0.0,0.0,0,0.11,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
123.0,0,0.0,0.0,0.0,0.0,0,0.0,7.9,0.0,0.0,0,0.11,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
125.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
125.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
125.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
125.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
125.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
125.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
